pid,category,korean,english_common,scientific
P2470,침엽수 Conifer,주목 데간스,Dwarf Japanese Yew,Taxus cuspidata Densa
P2471,침엽수 Conifer,주목 캐피타타,Capitata Yew,Taxus cuspidata Capitata
P2472,침엽수 Conifer,삼나무 요시노,Yoshino Cryptomeria,Cryptomeria japonica Yoshino
P2473,침엽수 Conifer,삼나무 블랙드래곤,Black Dragon,Cryptomeria japonica Black Dragon
P2474,침엽수 Conifer,금솔,Oculus Draconis Pine,Pinus densiflora Oculus Draconis
P2475,침엽수 Conifer,히말라야시더 페더,Feelin' Blue Deodar,Cedrus deodara Feelin Blue
P2476,침엽수 Conifer,히말라야시더 골든,Golden Deodar Cedar,Cedrus deodara Aurea
P2477,침엽수 Conifer,코니카가문비 데이지,Daisy's White Spruce,Picea glauca Daisys White
P2478,침엽수 Conifer,솔송 젠슨,Jeddeloh Hemlock,Tsuga canadensis Jeddeloh
P2479,자생초 Native,산꿩의다리,Filament Meadow Rue,Thalictrum actaefolium
P2480,자생초 Native,자주꿩의다리,Purple Meadow Rue,Thalictrum uchiyamae
P2481,자생초 Native,섬바디,Ulleung Angelica,Dystaenia takesimana
P2482,자생초 Native,섬쑥부쟁이,Ulleung Aster,Aster glehnii
P2483,자생초 Native,울릉국화,Ulleung Chrysanthemum,Dendranthema zawadskii lucidum
P2484,자생초 Native,자주초롱꽃,Purple Bellflower,Campanula punctata Rubriflora
P2485,자생초 Native,모시대,Ladybells Remotiflora,Adenophora remotiflora
P2486,자생초 Native,도라지모시대,Balloon Ladybells,Adenophora grandiflora
P2487,자생초 Native,층층잔대,Layered Ladybells,Adenophora verticillata
P2488,자생초 Native,만삼,Bonnet Bellflower,Codonopsis pilosula
P2489,자생초 Native,소경불알,Short Codonopsis,Codonopsis ussuriensis
P2490,자생초 Native,금강제비꽃,Diamond Violet,Viola diamantiaca
P2491,자생초 Native,남산제비꽃,Namsan Violet,Viola albida chaerophylloides
P2492,자생초 Native,고깔제비꽃,Cone Violet,Viola rossii
P2493,자생초 Native,섬노루귀,Ulleung Hepatica,Hepatica maxima
P2494,자생초 Native,새끼노루귀,Small Hepatica,Hepatica insularis
P2495,자생초 Native,모데미풀,Modemi Flower,Megaleranthis saniculifolia
P2496,자생초 Native,너도바람꽃,Winter Aconite Anemone,Eranthis stellata
P2497,자생초 Native,만주바람꽃,Manchurian Windflower,Isopyrum manshuricum
P2498,자생초 Native,홀아비바람꽃,Solitary Windflower,Anemone koraiensis
P2499,자생초 Native,세복수초,Slender Amur Adonis,Adonis multiflora
P2500,자생초 Native,개복수초,Spreading Pheasant's Eye,Adonis pseudoamurensis
P2501,자생초 Native,깽깽이풀 흰,White Twinleaf,Jeffersonia dubia Alba
P2502,자생초 Native,산작약,Mountain Peony,Paeonia obovata
P2503,자생초 Native,참줄바꽃,Korean Aconite,Aconitum longecassidatum
P2504,자생초 Native,지리바꽃,Jiri Monkshood,Aconitum chiisanense
P2505,자생초 Native,가는동자꽃,Slender Campion,Lychnis kiusiana
P2506,자생초 Native,말냉이,Field Pennycress,Thlaspi arvense
P2507,자생초 Native,미나리냉이,Bitter Cress,Cardamine leucantha
P2508,자생초 Native,용머리,Dragonhead,Dracocephalum argunense
P2509,자생초 Native,꽃며느리밥풀,Cow Wheat,Melampyrum roseum
P2510,자생초 Native,솔체꽃,Korean Scabious,Scabiosa comosa
P2511,허브 Herb,라벤더 문스테드,Munstead Lavender,Lavandula angustifolia Munstead
P2512,허브 Herb,라벤더 히드코트,Hidcote Lavender,Lavandula angustifolia Hidcote
P2513,허브 Herb,라벤더 그로소,Grosso Lavender,Lavandula intermedia Grosso
P2514,허브 Herb,라벤더 프로방스,Provence Lavender,Lavandula intermedia Provence
P2515,허브 Herb,로즈마리 투스카니,Tuscan Blue Rosemary,Salvia rosmarinus Tuscan Blue
P2516,허브 Herb,로즈마리 아프,Arp Rosemary,Salvia rosmarinus Arp
P2517,허브 Herb,타임 실버퀸,Silver Queen Thyme,Thymus vulgaris Silver Queen
P2518,허브 Herb,타임 우드리,Woolly Thyme,Thymus pseudolanuginosus
P2519,허브 Herb,오레가노 켄트뷰티,Kent Beauty Oregano,Origanum Kent Beauty
P2520,허브 Herb,오레가노 호프리,Hopley's Oregano,Origanum laevigatum Hopleys
P2521,허브 Herb,민트 모히토,Mojito Mint,Mentha villosa
P2522,허브 Herb,민트 바나나,Banana Mint,Mentha arvensis Banana
P2523,허브 Herb,민트 그레이프프룻,Grapefruit Mint,Mentha piperita Grapefruit
P2524,허브 Herb,세이지 트리컬러,Tricolor Sage,Salvia officinalis Tricolor
P2525,허브 Herb,세이지 베르그가르텐,Berggarten Sage,Salvia officinalis Berggarten
P2526,허브 Herb,바질 퍼플러플,Purple Ruffles Basil,Ocimum basilicum Purple Ruffles
P2527,허브 Herb,바질 그릭,Greek Basil,Ocimum basilicum minimum
P2528,허브 Herb,바질 아프리칸블루,African Blue Basil,Ocimum African Blue
P2529,허브 Herb,캣민트 워커스로우,Walker's Low Catmint,Nepeta faassenii Walkers Low
P2530,허브 Herb,캣민트 식스힐스,Six Hills Giant,Nepeta Six Hills Giant
P2531,허브 Herb,펜넬 스위트,Sweet Fennel,Foeniculum vulgare dulce
P2532,허브 Herb,레몬밤 골드,Golden Lemon Balm,Melissa officinalis Aurea
P2533,허브 Herb,야로우 문샤인,Moonshine Yarrow,Achillea Moonshine
P2534,허브 Herb,야로우 세리스,Cerise Queen Yarrow,Achillea millefolium Cerise Queen
P2535,허브 Herb,페버퓨 오럼,Golden Feverfew,Tanacetum parthenium Aureum
P2536,허브 Herb,아르테미시아 실버마운드,Silver Mound Artemisia,Artemisia schmidtiana Silver Mound
P2537,허브 Herb,아르테미시아 파우스,Powis Castle,Artemisia Powis Castle
P2538,허브 Herb,히솝 핑크,Pink Hyssop,Hyssopus officinalis Roseus
P2539,허브 Herb,마조람 골든,Golden Marjoram,Origanum majorana Aureum
P2540,허브 Herb,파인애플세이지 골든,Golden Pineapple Sage,Salvia elegans Golden
P2541,허브 Herb,치커리 라디치오,Radicchio Chicory,Cichorium intybus Radicchio
P2542,구근 Bulb,튤립 앙젤리크,Angelique Tulip,Tulipa Angelique
P2543,구근 Bulb,튤립 퀸오브나잇,Queen of Night Tulip,Tulipa Queen of Night
P2544,구근 Bulb,튤립 스프렝게리,Sprenger Tulip,Tulipa sprengeri
P2545,구근 Bulb,튤립 아프리콧뷰티,Apricot Beauty,Tulipa Apricot Beauty
P2546,구근 Bulb,수선화 텟아텟,Tete a Tete Daffodil,Narcissus Tete a Tete
P2547,구근 Bulb,수선화 아이스폴리스,Ice Follies Daffodil,Narcissus Ice Follies
P2548,구근 Bulb,수선화 진,Jetfire Daffodil,Narcissus Jetfire
P2549,구근 Bulb,히아신스 델프트블루,Delft Blue Hyacinth,Hyacinthus Delft Blue
P2550,구근 Bulb,히아신스 카네기,Carnegie Hyacinth,Hyacinthus Carnegie
P2551,구근 Bulb,알리움 글로브마스터,Globemaster Allium,Allium Globemaster
P2552,구근 Bulb,알리움 퍼플센세이션,Purple Sensation,Allium Purple Sensation
P2553,구근 Bulb,달리아 미드나잇,Midnight Moon Dahlia,Dahlia Midnight Moon
P2554,구근 Bulb,달리아 페더데코,American Dawn,Dahlia American Dawn
P2555,구근 Bulb,글라디올러스 그린스타,Green Star Gladiolus,Gladiolus Green Star
P2556,구근 Bulb,백합 몽블랑,Mont Blanc Lily,Lilium Mont Blanc
P2557,구근 Bulb,백합 애나벨,Anastasia Lily,Lilium Anastasia
P2558,구근 Bulb,백합 블랙아웃,Black Out Asiatic Lily,Lilium Black Out
P2559,구근 Bulb,원추리 퍼플드데저트,Purple d'Oro Daylily,Hemerocallis Purple d Oro
P2560,구근 Bulb,크로커스 크림,Cream Beauty Crocus,Crocus chrysanthus Cream Beauty
P2561,구근 Bulb,무스카리 화이트,White Grape Hyacinth,Muscari Album
P2562,구근 Bulb,아마릴리스 아프로디테,Aphrodite Amaryllis,Hippeastrum Aphrodite
P2563,구근 Bulb,프리지아 더블,Double Freesia,Freesia Double
P2564,구근 Bulb,라눙쿨루스 텍콜,Tecolote Ranunculus,Ranunculus asiaticus Tecolote
P2565,그라스 Grass,억새 스트릭투스,Porcupine Grass,Miscanthus sinensis Strictus
P2566,그라스 Grass,억새 플라밍고,Flamingo Grass,Miscanthus sinensis Flamingo
P2567,그라스 Grass,수크령 리틀버니,Little Bunny,Pennisetum alopecuroides Little Bunny
P2568,그라스 Grass,칼라마그로스티스 칼포스터,Karl Foerster Grass,Calamagrostis Karl Foerster
P2569,그라스 Grass,스위치그라스 헤비메탈,Heavy Metal Switchgrass,Panicum virgatum Heavy Metal
P2570,그라스 Grass,스위치그라스 셰난도,Shenandoah Switchgrass,Panicum virgatum Shenandoah
P2571,그라스 Grass,제비꼬리 올골드,All Gold Hakone Grass,Hakonechloa macra All Gold
P2572,그라스 Grass,멀리그라스 화이트클라우드,White Cloud Muhly,Muhlenbergia capillaris White Cloud
P2573,그라스 Grass,사초 아이스댄스,Ice Dance Sedge,Carex morrowii Ice Dance
P2574,그라스 Grass,팜파스 핑크,Pink Pampas Grass,Cortaderia selloana Rosea
P2575,그라스 Grass,임페라타 레드바론,Japanese Blood Grass,Imperata cylindrica Red Baron
P2576,지피 Groundcover,맥문동 실버드래곤,Silver Dragon Liriope,Liriope spicata Silver Dragon
P2577,지피 Groundcover,맥문동 바리에가타,Variegated Lilyturf,Liriope muscari Variegata
P2578,지피 Groundcover,아주가 블랙스캘럽,Black Scallop Bugleweed,Ajuga reptans Black Scallop
P2579,지피 Groundcover,아주가 버건디글로우,Burgundy Glow,Ajuga reptans Burgundy Glow
P2580,지피 Groundcover,티아렐라 스프링심포니,Spring Symphony Foamflower,Tiarella Spring Symphony
P2581,지피 Groundcover,휴케라 팰리스퍼플,Palace Purple Coral Bells,Heuchera Palace Purple
P2582,지피 Groundcover,휴케라 캐러멜,Caramel Heuchera,Heuchera Caramel
P2583,지피 Groundcover,휴케라 라임리키,Lime Rickey,Heuchera Lime Rickey
P2584,지피 Groundcover,꿀풀 셀프힐,Self-heal Groundcover,Prunella grandiflora
P2585,지피 Groundcover,마조람지피,Creeping Golden Marjoram,Origanum vulgare Aureum Groundcover
P2586,지피 Groundcover,페리윙클 보울스,Bowles Periwinkle,Vinca minor Bowles
P2587,지피 Groundcover,에피메디움 프로라숨,Bishop's Hat Yellow,Epimedium pinnatum
P2588,수생 Aquatic,연꽃 홍련,Pink Lotus,Nelumbo nucifera Rosea
P2589,수생 Aquatic,소엽연꽃,Dwarf Lotus,Nelumbo nucifera Nana
P2590,수생 Aquatic,수련 아트락션,Attraction Water Lily,Nymphaea Attraction
P2591,수생 Aquatic,수련 제임스브라이던,James Brydon Water Lily,Nymphaea James Brydon
P2592,수생 Aquatic,수련 콜로라도,Colorado Water Lily,Nymphaea Colorado
P2593,수생 Aquatic,물칸나 레드,Red Water Canna,Canna glauca Red
P2594,수생 Aquatic,물고사리,Water Sprite,Ceratopteris thalictroides
P2595,수생 Aquatic,좀개구리밥,Lesser Duckweed,Lemna minor
P2596,양치 Fern,네프롤레피스 보스토니엔시스,Boston Fern,Nephrolepis exaltata Bostoniensis
P2597,양치 Fern,네프롤레피스 프리다,Fluffy Ruffles Fern,Nephrolepis exaltata Fluffy Ruffles
P2598,양치 Fern,아스플레니움 오사카,Osaka Bird's Nest,Asplenium nidus Osaka
P2599,양치 Fern,드리옵테리스 골디,Goldie's Wood Fern,Dryopteris goldieana
P2600,양치 Fern,폴리스티쿰 폴리블레피럼,Tassel Fern,Polystichum polyblepharum
P2601,양치 Fern,아디안텀 페루비아눔,Silver Dollar Maidenhair,Adiantum peruvianum
P2602,양치 Fern,다발리아 트리코마노이데스,Squirrel's Foot,Davallia trichomanoides
P2603,양치 Fern,프테리스 알보리네아타,Silver Lace Fern,Pteris ensiformis Evergemiensis
P2604,양치 Fern,우드시아,Cliff Fern,Woodsia polystichoides
P2605,양치 Fern,가물고사리,Rusty Cliff Fern,Woodsia ilvensis
P2606,야자 Palm,아레카야자 골든,Golden Cane Palm,Dypsis lutescens Golden
P2607,야자 Palm,리쿠알라,Ruffled Fan Palm,Licuala grandis
P2608,야자 Palm,차메돌레아 메탈리카,Metallic Palm,Chamaedorea metallica
P2609,야자 Palm,사바나야자,Saw Palmetto,Serenoa repens
P2610,야자 Palm,소철 무늬,Variegated Sago Palm,Cycas revoluta Variegata
P2611,야자 Palm,엔세팔라토스,Bread Tree,Encephalartos altensteinii
P2612,덩굴 Vine,클레마티스 잭마니,Jackmanii Clematis,Clematis Jackmanii
P2613,덩굴 Vine,클레마티스 넬리모저,Nelly Moser Clematis,Clematis Nelly Moser
P2614,덩굴 Vine,클레마티스 몬타나,Montana Clematis,Clematis montana
P2615,덩굴 Vine,클레마티스 아르만디,Armand Clematis,Clematis armandii
P2616,덩굴 Vine,등나무 블랙드래곤,Black Dragon Wisteria,Wisteria floribunda Black Dragon
P2617,덩굴 Vine,등나무 롱기시마,Longissima Wisteria,Wisteria floribunda Macrobotrys
P2618,덩굴 Vine,인동 골드플레임,Goldflame Honeysuckle,Lonicera heckrottii Goldflame
P2619,덩굴 Vine,시계꽃 레이디마가렛,Lady Margaret Passionflower,Passiflora Lady Margaret
P2620,덩굴 Vine,호프,Golden Hops,Humulus lupulus Aureus
P2621,덩굴 Vine,마삭줄 무늬,Variegated Star Jasmine,Trachelospermum asiaticum Variegatum
P2622,대나무 Bamboo,흑죽 헤논,Henon Black Bamboo,Phyllostachys nigra Henon
P2623,대나무 Bamboo,거북등대나무,Tortoise Shell Bamboo,Phyllostachys edulis Heterocycla
P2624,대나무 Bamboo,금명죽,Golden Groove Bamboo,Phyllostachys aureosulcata
P2625,대나무 Bamboo,스펙타빌리스,Spectabilis Bamboo,Phyllostachys aureosulcata Spectabilis
P2626,대나무 Bamboo,보리대나무,Umbrella Bamboo,Fargesia murielae
P2627,대나무 Bamboo,레드판다대나무,Red Panda Bamboo,Fargesia rufa
P2628,대나무 Bamboo,블루펀게이지,Blue Fountain Bamboo,Fargesia nitida
P2629,대나무 Bamboo,도금양대나무,Dwarf Fernleaf Bamboo,Pleioblastus pygmaeus
P2630,식충 Carnivorous,파리지옥 킹헨리,King Henry Flytrap,Dionaea muscipula King Henry
P2631,식충 Carnivorous,네펜데스 미란다,Miranda Pitcher Plant,Nepenthes Miranda
P2632,식충 Carnivorous,네펜데스 마다가스카리엔시스,Madagascar Pitcher,Nepenthes madagascariensis
P2633,식충 Carnivorous,사라세니아 주디스힌들,Judith Hindle Pitcher,Sarracenia Judith Hindle
P2634,식충 Carnivorous,사라세니아 레우코필라,White Trumpet,Sarracenia leucophylla
P2635,식충 Carnivorous,끈끈이주걱 알라디,Alice Sundew,Drosera aliciae
P2636,식충 Carnivorous,끈끈이주걱 스파툴라타,Spoonleaf Sundew,Drosera spatulata
P2637,식충 Carnivorous,벌레잡이제비꽃 모라넨시스,Mexican Butterwort,Pinguicula moranensis
P2638,과실수 Fruit,블루베리 듀크,Duke Blueberry,Vaccinium corymbosum Duke
P2639,과실수 Fruit,블루베리 블루크롭,Bluecrop Blueberry,Vaccinium corymbosum Bluecrop
P2640,과실수 Fruit,무화과 브라운터키,Brown Turkey Fig,Ficus carica Brown Turkey
P2641,과실수 Fruit,무화과 셀레스트,Celeste Fig,Ficus carica Celeste
P2642,과실수 Fruit,대추 무등,Mudeung Jujube,Ziziphus jujuba Mudeung
P2643,과실수 Fruit,다래 이시,Issai Hardy Kiwi,Actinidia arguta Issai
P2644,과실수 Fruit,포도 캠벨,Campbell Early Grape,Vitis Campbell Early
P2645,과실수 Fruit,포도 샤인머스캣,Shine Muscat Grape,Vitis Shine Muscat
P2646,과실수 Fruit,감나무 대봉,Daebong Persimmon,Diospyros kaki Daebong
P2647,과실수 Fruit,감나무 부유,Fuyu Persimmon,Diospyros kaki Fuyu
P2648,열대과실 Tropical,바나나 드워프캐번디시,Dwarf Cavendish Banana,Musa acuminata Dwarf Cavendish
P2649,열대과실 Tropical,바나나 레드,Red Banana,Musa Red Dacca
P2650,열대과실 Tropical,구아바 스트로베리,Strawberry Guava,Psidium cattleianum
P2651,열대과실 Tropical,패션프루트 옐로우,Yellow Passion Fruit,Passiflora edulis flavicarpa
P2652,열대과실 Tropical,아보카도 하스,Hass Avocado,Persea americana Hass
P2653,열대과실 Tropical,망고 알폰소,Alphonso Mango,Mangifera indica Alphonso
P2654,열대과실 Tropical,용과 레드,Red Dragon Fruit,Hylocereus costaricensis
P2655,관엽 Foliage,안스리움 발레리,Balearic Anthurium,Anthurium balaoanum
P2656,관엽 Foliage,안스리움 팔라티움,Palace Anthurium,Anthurium pallidiflorum
P2657,관엽 Foliage,안스리움 벤들링게리,Vine Anthurium,Anthurium wendlingeri
P2658,관엽 Foliage,안스리움 레갈레 실버,Silver Regal,Anthurium regale Silver
P2659,관엽 Foliage,필로덴드론 베루코숨 아마존,Amazon Velvet,Philodendron verrucosum Amazon
P2660,관엽 Foliage,필로덴드론 글로리오숨 즈브라,Zebra Gloriosum,Philodendron gloriosum Zebra
P2661,관엽 Foliage,필로덴드론 캄포스포르토아눔,Campos Philodendron,Philodendron camposportoanum
P2662,관엽 Foliage,필로덴드론 파스타짜눔,Waffle Philodendron,Philodendron pastazanum
P2663,관엽 Foliage,필로덴드론 에스메랄다,Esmeralda Philodendron,Philodendron esmeraldense
P2664,관엽 Foliage,알로카시아 라우테르바키아나,Purple Sword,Alocasia lauterbachiana
P2665,관엽 Foliage,알로카시아 포르토라,Elephant Ear Portora,Alocasia portora
P2666,관엽 Foliage,알로카시아 스칼프룸,Samar Lance,Alocasia scalprum
P2667,관엽 Foliage,알로카시아 롱길로바,Tiger Taro,Alocasia longiloba
P2668,관엽 Foliage,알로카시아 인페르날리스,Kapit Purple,Alocasia infernalis
P2669,관엽 Foliage,콜로카시아 핑크차이나,Pink China Taro,Colocasia esculenta Pink China
P2670,관엽 Foliage,콜로카시아 모히토,Mojito Taro,Colocasia esculenta Mojito
P2671,관엽 Foliage,콜로카시아 일루스트리스,Illustris Taro,Colocasia esculenta Illustris
P2672,관엽 Foliage,칼라데아 산데리아나,Pinstripe Calathea,Goeppertia ornata Sanderiana
P2673,관엽 Foliage,칼라데아 콜린스,Collins Calathea,Goeppertia lancifolia Collins
P2674,관엽 Foliage,칼라데아 베이올렛,Beauty Star,Goeppertia Beauty Star
P2675,관엽 Foliage,칼라데아 야엘,Yael Calathea,Goeppertia Yael
P2676,관엽 Foliage,호야 임브리카타,Shingle Hoya,Hoya imbricata
P2677,관엽 Foliage,호야 캄파눌라타,Bell Hoya,Hoya campanulata
P2678,관엽 Foliage,호야 서펜스,Serpent Hoya,Hoya serpens
P2679,관엽 Foliage,호야 데이비드캐머런,David Cameron Hoya,Hoya davidcummingii
P2680,관엽 Foliage,호야 그린라틴,Green Latifolia,Hoya latifolia
P2681,관엽 Foliage,페페로미아 앙굴라타,Beetle Peperomia,Peperomia angulata
P2682,관엽 Foliage,페페로미아 나탈리,Napoli Nights,Peperomia Napoli Nights
P2683,관엽 Foliage,페페로미아 피콜로반다,Piccolo Banda,Peperomia albovittata Piccolo Banda
P2684,관엽 Foliage,베고니아 만당,Mandarin Begonia,Begonia Mandarin
P2685,관엽 Foliage,베고니아 검드롭,Gumdrop Begonia,Begonia Gumdrop
P2686,관엽 Foliage,베고니아 페리도트,Peridot Begonia,Begonia Peridot
P2687,관엽 Foliage,베고니아 사이클로필라,Circle Leaf Begonia,Begonia cyclophylla
P2688,관엽 Foliage,싱고니움 마리아,Maria Syngonium,Syngonium podophyllum Maria
P2689,관엽 Foliage,싱고니움 골드알루시온,Gold Allusion,Syngonium Gold Allusion
P2690,관엽 Foliage,싱고니움 베리알루시온,Berry Allusion,Syngonium Berry Allusion
P2691,관엽 Foliage,아글라오네마 안야만,Anyamanee,Aglaonema Anyamanee
P2692,관엽 Foliage,아글라오네마 발렌타인,Valentine Aglaonema,Aglaonema Valentine
P2693,관엽 Foliage,디펜바키아 리플렉터,Reflector Dieffenbachia,Dieffenbachia Reflector
P2694,관엽 Foliage,디펜바키아 스털링,Sterling Dieffenbachia,Dieffenbachia Sterling
P2695,관엽 Foliage,스파티필룸 센세이션,Sensation Peace Lily,Spathiphyllum Sensation
P2696,관엽 Foliage,스파티필룸 도미노,Domino Peace Lily,Spathiphyllum Domino
P2697,관엽 Foliage,스파티필룸 피카소,Picasso Peace Lily,Spathiphyllum Picasso
P2698,관엽 Foliage,드라세나 리플렉사 송오브인디아,Song of India,Dracaena reflexa Song of India
P2699,관엽 Foliage,코르딜리네 초콜릿퀸,Chocolate Queen,Cordyline fruticosa Chocolate Queen
P2700,관엽 Foliage,코르딜리네 킹,Kiwi Cordyline,Cordyline fruticosa Kiwi
P2701,관엽 Foliage,트라데스칸티아 블러싱브라이드,Blushing Bride,Tradescantia Blushing Bride
P2702,관엽 Foliage,페페로미아 앨범,Ivy Peperomia,Peperomia trinervula
P2703,관엽 Foliage,필레아 실버트리,Silver Tree Pilea,Pilea Silver Tree
P2704,관엽 Foliage,펠리오니아,Trailing Watermelon Begonia,Pellionia repens
P2705,관엽 Foliage,시서스 엘렌다니카,Grape Ivy Ellen Danica,Cissus rhombifolia Ellen Danica
P2706,관엽 Foliage,무늬아이비 글라시어,Glacier English Ivy,Hedera helix Glacier
P2707,관엽 Foliage,아이비 니들포인트,Needlepoint Ivy,Hedera helix Needlepoint
P2708,관엽 Foliage,아이비 골드차일드,Gold Child Ivy,Hedera helix Gold Child
P2709,꽃 Flowering,제라늄 조니,Johnson's Blue,Geranium Johnsons Blue
P2710,꽃 Flowering,펜스테몬 허스커레드,Husker Red Penstemon,Penstemon digitalis Husker Red
P2711,꽃 Flowering,펜스테몬 다크타워,Dark Towers,Penstemon Dark Towers
P2712,꽃 Flowering,살비아 카라도나,Caradonna Sage,Salvia nemorosa Caradonna
P2713,꽃 Flowering,살비아 메이나이트,May Night Sage,Salvia nemorosa Mainacht
P2714,꽃 Flowering,아가스타체 블랙애더,Black Adder Hyssop,Agastache Black Adder
P2715,꽃 Flowering,모나르다 잭포트,Jacob Cline Bee Balm,Monarda Jacob Cline
P2716,꽃 Flowering,모나르다 레인보우,Raspberry Wine,Monarda Raspberry Wine
P2717,꽃 Flowering,숙근플록스 젬스톤,Jeana Phlox,Phlox paniculata Jeana
P2718,꽃 Flowering,루드베키아 아메리칸골드,American Gold Rush,Rudbeckia American Gold Rush
P2719,꽃 Flowering,헬리옵시스 로레인,Loraine Sunshine,Heliopsis Loraine Sunshine
P2720,꽃 Flowering,가일라르디아 아리조나,Arizona Sun Blanket Flower,Gaillardia Arizona Sun
P2721,꽃 Flowering,아킬레아 폴트,Paprika Yarrow,Achillea millefolium Paprika
P2722,꽃 Flowering,크로코스미아 루시퍼,Lucifer Crocosmia,Crocosmia Lucifer
P2723,꽃 Flowering,헤메로칼리스 해피,Happy Returns Daylily,Hemerocallis Happy Returns
P2724,꽃 Flowering,델피니움 블랙나이트,Black Knight Delphinium,Delphinium Black Knight
P2725,꽃 Flowering,아쿠일레기아 노라반스,Nora Barlow Columbine,Aquilegia Nora Barlow
P2726,꽃 Flowering,아쿠일레기아 킴,Kirigami Columbine,Aquilegia Kirigami
P2727,꽃 Flowering,디센트라 골드하트,Gold Heart Bleeding Heart,Lamprocapnos Gold Heart
P2728,꽃 Flowering,디센트라 발렌타인,Valentine Bleeding Heart,Lamprocapnos Valentine
P2729,꽃 Flowering,브루네라 잭프로스트,Jack Frost Brunnera,Brunnera macrophylla Jack Frost
P2730,꽃 Flowering,풀모나리아 레인보우,Raspberry Splash Lungwort,Pulmonaria Raspberry Splash
P2731,꽃 Flowering,헬레보루스 레튼,Lenten Rose,Helleborus orientalis
P2732,꽃 Flowering,아스틸베 스노우드리프트,Snowdrift Astilbe,Astilbe Snowdrift
P2733,꽃 Flowering,아스틸베 스트라우센페더,Ostrich Plume,Astilbe thunbergii Straussenfeder
P2734,꽃 Flowering,가우라 벨레차,Belleza Gaura,Oenothera Belleza
P2735,꽃 Flowering,티아렐라 핑크스카이,Pink Skyrocket Foamflower,Tiarella Pink Skyrocket
P2736,꽃 Flowering,리아트리스 콥,Kobold Blazing Star,Liatris spicata Kobold
P2737,꽃 Flowering,에린기움 빅블루,Big Blue Sea Holly,Eryngium Big Blue
P2738,꽃 Flowering,베로니카 로얄캔들,Royal Candles Speedwell,Veronica Royal Candles
P2739,꽃 Flowering,베로니카 조지아블루,Georgia Blue Speedwell,Veronica peduncularis Georgia Blue
P2740,꽃 Flowering,스카비오사 버터플라이,Butterfly Blue Scabiosa,Scabiosa Butterfly Blue
P2741,꽃 Flowering,루피너스 갤러리,Gallery Lupine,Lupinus Gallery
P2742,꽃 Flowering,페로브스키아 리틀스파이어,Little Spire Russian Sage,Salvia yangii Little Spire
P2743,꽃 Flowering,네페타 캣츠파자마,Cat's Pajamas Catmint,Nepeta Cats Pajamas
P2744,꽃 Flowering,펜니세툼 루브룸,Purple Fountain,Cenchrus setaceus Rubrum
P2745,꽃 Flowering,콜레우스 레드헤드,Redhead Coleus,Coleus scutellarioides Redhead
P2746,꽃 Flowering,디아스시아 코럴,Coral Belle Twinspur,Diascia Coral Belle
P2747,꽃 Flowering,네메시아 슈넬,Sunsatia Nemesia,Nemesia Sunsatia
P2748,꽃 Flowering,바코파 스노우토피아,Snowtopia Bacopa,Sutera cordata Snowtopia
P2749,꽃 Flowering,꽃베고니아 논스톱모카,Nonstop Mocca,Begonia Nonstop Mocca
P2750,꽃 Flowering,칼란디바,Calandiva,Kalanchoe blossfeldiana Calandiva
P2751,다육 Succulent,에케베리아 캔티,Cante Echeveria,Echeveria cante
P2752,다육 Succulent,에케베리아 룬데리,Lauii Hybrid,Echeveria Cubic Frost
P2753,다육 Succulent,에케베리아 블루아톨,Blue Atoll,Echeveria Blue Atoll
P2754,다육 Succulent,에케베리아 피콕,Peacockii,Echeveria peacockii
P2755,다육 Succulent,에케베리아 파바리아,Pulidonis,Echeveria pulidonis
P2756,다육 Succulent,에케베리아 물티카울리스,Copper Roses,Echeveria multicaulis
P2757,다육 Succulent,에케베리아 데스메티아나,Desmet Echeveria,Echeveria desmetiana
P2758,다육 Succulent,세덤 부리토,Baby Burro's Tail,Sedum burrito
P2759,다육 Succulent,세덤 브레비폴리움,Short-leaf Stonecrop,Sedum brevifolium
P2760,다육 Succulent,세덤 힌토니,Hinton Stonecrop,Sedum hintonii
P2761,다육 Succulent,크라술라 페르포라타 무늬,Variegated String of Buttons,Crassula perforata Variegata
P2762,다육 Succulent,크라술라 나마퀸시스,Namaqua Crassula,Crassula namaquensis
P2763,다육 Succulent,크라술라 데케피,Deceptor Crassula,Crassula deceptor
P2764,다육 Succulent,칼랑코에 후밀리스,Desert Surprise,Kalanchoe humilis
P2765,다육 Succulent,칼랑코에 신세팔라,Cup Kalanchoe,Kalanchoe synsepala
P2766,다육 Succulent,하월시아 쿠페리 필리페라,Cooper's Haworthia,Haworthia cooperi truncata
P2767,다육 Succulent,하월시아 바디아,Badia Haworthia,Haworthia mirabilis badia
P2768,다육 Succulent,하월시아 마이리,Umbraticola,Haworthia mirabilis
P2769,다육 Succulent,가스테리아 리틀워티,Little Warty,Gasteria Little Warty
P2770,다육 Succulent,가스테리아 플로우,Flow Gasteria,Gasteria Flow
P2771,다육 Succulent,아에오니움 로게르시,Roger's Aeonium,Aeonium Rogers
P2772,다육 Succulent,아에오니움 볼케이노,Volcano Aeonium,Aeonium Blushing Beauty
P2773,다육 Succulent,그랍토페탈룸 슈퍼범,Superbum Graptopetalum,Graptopetalum superbum
P2774,다육 Succulent,파키베리아 파우더퍼프,Powder Puff,Pachyveria Powder Puff
P2775,다육 Succulent,파키베리아 클라보이,Clavifolia,Pachyveria clavifolia
